"","Module","GO Term","GO Process","FDR","Genes"
"56","turquoise","GO:0005488","binding","7.33582278735339e-08","226 (ALDOA)|473 (RERE)|767 (CA8)|775 (CACNA1C)|776 (CACNA1D)|783 (CACNB2)|1131 (CHRM3)|1136 (CHRNA3)|1687 (GSDME)|1806 (DPYD)|1813 (DRD2)|2107 (ETF1)|5579 (PRKCB)|6925 (TCF4)|9070 (ASH2L)|9472 (AKAP6)|9651 (PLCH2)|22997 (IGSF9B)|22999 (RIMS1)|23457 (ABCB9)|55120 (FANCL)|57521 (RPTOR)|65057 (ACD)|81611 (ANP32E)|91752 (ZNF804A)|144402 (CPNE8)|399979 (SNX19)"
"57","turquoise","GO:0050794","regulation of cellular process","8.28679264154284e-08","473 (RERE)|767 (CA8)|775 (CACNA1C)|776 (CACNA1D)|783 (CACNB2)|1131 (CHRM3)|1136 (CHRNA3)|1687 (GSDME)|1813 (DRD2)|2107 (ETF1)|5579 (PRKCB)|6925 (TCF4)|9070 (ASH2L)|9293 (GPR52)|9472 (AKAP6)|9651 (PLCH2)|22997 (IGSF9B)|22999 (RIMS1)|54832 (VPS13C)|55120 (FANCL)|57521 (RPTOR)|65057 (ACD)|91752 (ZNF804A)|643376 (BTBD18)"
"58","turquoise","GO:0046928","regulation of neurotransmitter secretion","1.11115363930851e-07","776 (CACNA1D)|783 (CACNB2)|1136 (CHRNA3)|1813 (DRD2)|5579 (PRKCB)|22999 (RIMS1)"
"59","turquoise","GO:0044057","regulation of system process","1.46093010153353e-07","775 (CACNA1C)|776 (CACNA1D)|783 (CACNB2)|1131 (CHRM3)|1136 (CHRNA3)|1813 (DRD2)|9472 (AKAP6)|22997 (IGSF9B)|22999 (RIMS1)"
"60","turquoise","GO:0042391","regulation of membrane potential","3.29924523779411e-07","775 (CACNA1C)|776 (CACNA1D)|783 (CACNB2)|1136 (CHRNA3)|1813 (DRD2)|9472 (AKAP6)|22997 (IGSF9B)|22999 (RIMS1)"
"61","turquoise","GO:0051716","cellular response to stimulus","3.97003724506674e-07","767 (CA8)|775 (CACNA1C)|776 (CACNA1D)|1131 (CHRM3)|1136 (CHRNA3)|1687 (GSDME)|1813 (DRD2)|5579 (PRKCB)|9070 (ASH2L)|9293 (GPR52)|9472 (AKAP6)|9651 (PLCH2)|22997 (IGSF9B)|22999 (RIMS1)|54832 (VPS13C)|55120 (FANCL)|57521 (RPTOR)|65057 (ACD)|83943 (IMMP2L)|144402 (CPNE8)"
"62","turquoise","GO:0032501","multicellular organismal process","5.11716824072021e-07","226 (ALDOA)|473 (RERE)|775 (CACNA1C)|776 (CACNA1D)|783 (CACNB2)|1131 (CHRM3)|1136 (CHRNA3)|1687 (GSDME)|1813 (DRD2)|5579 (PRKCB)|6925 (TCF4)|9070 (ASH2L)|9472 (AKAP6)|22997 (IGSF9B)|22999 (RIMS1)|55120 (FANCL)|83943 (IMMP2L)|91752 (ZNF804A)|399979 (SNX19)|643376 (BTBD18)"
"63","turquoise","GO:0051588","regulation of neurotransmitter transport","5.14636114518475e-07","776 (CACNA1D)|783 (CACNB2)|1136 (CHRNA3)|1813 (DRD2)|5579 (PRKCB)|22999 (RIMS1)"
"64","turquoise","GO:0003012","muscle system process","5.33452891955434e-07","226 (ALDOA)|775 (CACNA1C)|776 (CACNA1D)|783 (CACNB2)|1131 (CHRM3)|1136 (CHRNA3)|1813 (DRD2)|9472 (AKAP6)"
"65","turquoise","GO:0043167","ion binding","1.13336906608448e-06","473 (RERE)|767 (CA8)|775 (CACNA1C)|776 (CACNA1D)|1131 (CHRM3)|1136 (CHRNA3)|1687 (GSDME)|1806 (DPYD)|1813 (DRD2)|5579 (PRKCB)|9070 (ASH2L)|9651 (PLCH2)|22999 (RIMS1)|23457 (ABCB9)|55120 (FANCL)|91752 (ZNF804A)|144402 (CPNE8)|399979 (SNX19)"
"66","turquoise","GO:0048518","positive regulation of biological process","1.13336906608448e-06","473 (RERE)|776 (CACNA1D)|783 (CACNB2)|1131 (CHRM3)|1136 (CHRNA3)|1687 (GSDME)|1813 (DRD2)|5579 (PRKCB)|6925 (TCF4)|9070 (ASH2L)|9472 (AKAP6)|22997 (IGSF9B)|22999 (RIMS1)|54832 (VPS13C)|57521 (RPTOR)|65057 (ACD)|91752 (ZNF804A)|643376 (BTBD18)"
"67","turquoise","GO:0050896","response to stimulus","1.28777789103444e-06","226 (ALDOA)|767 (CA8)|775 (CACNA1C)|776 (CACNA1D)|1131 (CHRM3)|1136 (CHRNA3)|1687 (GSDME)|1813 (DRD2)|5579 (PRKCB)|9070 (ASH2L)|9293 (GPR52)|9472 (AKAP6)|9651 (PLCH2)|22997 (IGSF9B)|22999 (RIMS1)|54832 (VPS13C)|55120 (FANCL)|57521 (RPTOR)|65057 (ACD)|83943 (IMMP2L)|144402 (CPNE8)"
"68","turquoise","GO:0045202","synapse","1.30503360205489e-06","775 (CACNA1C)|776 (CACNA1D)|783 (CACNB2)|1131 (CHRM3)|1136 (CHRNA3)|1813 (DRD2)|5579 (PRKCB)|22997 (IGSF9B)|22999 (RIMS1)|91752 (ZNF804A)"
"69","turquoise","GO:0007269","neurotransmitter secretion","1.32545807450135e-06","776 (CACNA1D)|783 (CACNB2)|1136 (CHRNA3)|1813 (DRD2)|5579 (PRKCB)|22999 (RIMS1)"
"70","turquoise","GO:0101020","estrogen 16-alpha-hydroxylase activity","1.32545807450135e-06","776 (CACNA1D)|783 (CACNB2)|1136 (CHRNA3)|1813 (DRD2)|5579 (PRKCB)|22999 (RIMS1)"
"71","turquoise","GO:0005515","protein binding","1.32976740953331e-06","226 (ALDOA)|473 (RERE)|767 (CA8)|775 (CACNA1C)|776 (CACNA1D)|783 (CACNB2)|1131 (CHRM3)|1136 (CHRNA3)|1806 (DPYD)|1813 (DRD2)|2107 (ETF1)|5579 (PRKCB)|6925 (TCF4)|9070 (ASH2L)|9472 (AKAP6)|22997 (IGSF9B)|22999 (RIMS1)|23457 (ABCB9)|55120 (FANCL)|57521 (RPTOR)|65057 (ACD)|81611 (ANP32E)|399979 (SNX19)"
"72","turquoise","GO:0016020","membrane","1.50729850176645e-06","226 (ALDOA)|775 (CACNA1C)|776 (CACNA1D)|783 (CACNB2)|1131 (CHRM3)|1136 (CHRNA3)|1687 (GSDME)|1813 (DRD2)|5579 (PRKCB)|9293 (GPR52)|9472 (AKAP6)|9651 (PLCH2)|22997 (IGSF9B)|22999 (RIMS1)|23457 (ABCB9)|54832 (VPS13C)|57521 (RPTOR)|83943 (IMMP2L)|91752 (ZNF804A)|144402 (CPNE8)|399979 (SNX19)"
"73","turquoise","GO:2000374","regulation of oxygen metabolic process","1.80447382479908e-06","776 (CACNA1D)|783 (CACNB2)|1813 (DRD2)|5579 (PRKCB)|22999 (RIMS1)"
"74","turquoise","GO:0048522","positive regulation of cellular process","1.80447382479908e-06","473 (RERE)|776 (CACNA1D)|783 (CACNB2)|1136 (CHRNA3)|1687 (GSDME)|1813 (DRD2)|5579 (PRKCB)|6925 (TCF4)|9070 (ASH2L)|9472 (AKAP6)|22997 (IGSF9B)|22999 (RIMS1)|54832 (VPS13C)|57521 (RPTOR)|65057 (ACD)|91752 (ZNF804A)|643376 (BTBD18)"
"75","turquoise","GO:0051649","establishment of localization in cell","1.80447382479908e-06","226 (ALDOA)|775 (CACNA1C)|776 (CACNA1D)|783 (CACNB2)|1136 (CHRNA3)|1813 (DRD2)|5579 (PRKCB)|9472 (AKAP6)|9651 (PLCH2)|22999 (RIMS1)|54832 (VPS13C)|65057 (ACD)|83943 (IMMP2L)"
"76","turquoise","GO:0005622","intracellular","1.9133360239191e-06","226 (ALDOA)|473 (RERE)|767 (CA8)|775 (CACNA1C)|776 (CACNA1D)|1687 (GSDME)|1806 (DPYD)|1813 (DRD2)|2107 (ETF1)|5579 (PRKCB)|6925 (TCF4)|9070 (ASH2L)|9472 (AKAP6)|9651 (PLCH2)|22999 (RIMS1)|23457 (ABCB9)|54832 (VPS13C)|55120 (FANCL)|57521 (RPTOR)|65057 (ACD)|81611 (ANP32E)|83943 (IMMP2L)|91752 (ZNF804A)|399979 (SNX19)|643376 (BTBD18)"
"77","turquoise","GO:0001505","regulation of neurotransmitter levels","1.91907330708561e-06","776 (CACNA1D)|783 (CACNB2)|1136 (CHRNA3)|1806 (DPYD)|1813 (DRD2)|5579 (PRKCB)|22999 (RIMS1)"
