Module,GO term,GO process,FDR
greenyellow,GO:0098916,anterograde trans-synaptic signaling,0.0000000208317850512624
greenyellow,GO:0034703,cation channel complex,0.0000000234169065556316
greenyellow,GO:0099537,trans-synaptic signaling,0.0000000234169065556316
greenyellow,GO:0048523,negative regulation of cellular process,0.0000000249599678425686
greenyellow,GO:0070588,calcium ion transmembrane transport,0.0000000249599678425686
greenyellow,GO:0045211,postsynaptic membrane,0.00000002789424401584
greenyellow,GO:0014069,postsynaptic density,0.0000000280326545155648
greenyellow,GO:1902495,transmembrane transporter complex,0.0000000280326545155648
greenyellow,GO:0030001,metal ion transport,0.0000000280326545155648
greenyellow,GO:0099536,synaptic signaling,0.0000000295757261128017
greenyellow,GO:0120036,plasma membrane bounded cell projection organization,0.0000000296288730917586
greenyellow,GO:0006928,movement of cell or subcellular component,0.0000000296288730917586
greenyellow,GO:0003008,system process,0.0000000299098065124414
greenyellow,GO:0032279,asymmetric synapse,0.0000000299098065124414
greenyellow,GO:1990351,transporter complex,0.0000000333393956540497
greenyellow,GO:0006874,cellular calcium ion homeostasis,0.0000000394472859657113
greenyellow,GO:0005829,cytosol,0.0000000406790666374679
greenyellow,GO:0098662,inorganic cation transmembrane transport,0.0000000477743635373296
greenyellow,GO:0099572,postsynaptic specialization,0.0000000507683032141653
greenyellow,GO:0055074,calcium ion homeostasis,0.0000000510951229840495
greenyellow,GO:0098984,neuron to neuron synapse,0.0000000527076680758823
greenyellow,GO:0034765,regulation of ion transmembrane transport,0.0000000654358632493209
greenyellow,GO:0072503,cellular divalent inorganic cation homeostasis,0.000000080482088123932
greenyellow,GO:0060255,regulation of macromolecule metabolic process,0.000000101536219424707
greenyellow,GO:0030003,cellular cation homeostasis,0.000000104768724621968
greenyellow,GO:0099565,"chemical synaptic transmission, postsynaptic",0.000000115595804904079
greenyellow,GO:0072507,divalent inorganic cation homeostasis,0.000000118069635405594
greenyellow,GO:0006873,cellular ion homeostasis,0.000000127582501057949
greenyellow,GO:0042592,homeostatic process,0.000000140161321072381
greenyellow,GO:0071705,nitrogen compound transport,0.000000141855817067786
greenyellow,GO:0098660,inorganic ion transmembrane transport,0.000000151405116357319
greenyellow,GO:0006807,nitrogen compound metabolic process,0.000000161716478918883
greenyellow,GO:0032409,regulation of transporter activity,0.000000163787415320844
greenyellow,GO:0040011,locomotion,0.000000165179893734734
greenyellow,GO:0034704,calcium channel complex,0.000000266882319329206
greenyellow,GO:0042221,response to chemical,0.000000297218380225649
greenyellow,GO:0035556,intracellular signal transduction,0.00000030703315099295
greenyellow,GO:0009966,regulation of signal transduction,0.000000310735142382462
greenyellow,GO:0034762,regulation of transmembrane transport,0.000000310735142382462
greenyellow,GO:0055080,cation homeostasis,0.000000330151497089277
greenyellow,GO:0071702,organic substance transport,0.000000339155347493956
greenyellow,GO:0048666,neuron development,0.000000344396148415316
greenyellow,GO:0006816,calcium ion transport,0.000000350734054038944
greenyellow,GO:0005216,ion channel activity,0.000000355882231577739
greenyellow,GO:0010604,positive regulation of macromolecule metabolic process,0.000000365059344231155
greenyellow,GO:0098771,inorganic ion homeostasis,0.000000370332065742839
greenyellow,GO:0006875,cellular metal ion homeostasis,0.000000370332065742839
greenyellow,GO:0080090,regulation of primary metabolic process,0.000000409021136282678
greenyellow,GO:0048513,animal organ development,0.000000492555988424511
greenyellow,GO:0022890,inorganic cation transmembrane transporter activity,0.000000506285710074474
greenyellow,GO:0065009,regulation of molecular function,0.000000598711475555527
greenyellow,GO:0005261,cation channel activity,0.00000065382423154333
greenyellow,GO:0019725,cellular homeostasis,0.00000066012125279226
greenyellow,GO:0042886,amide transport,0.000000668878513362533
greenyellow,GO:0005887,integral component of plasma membrane,0.000000674389285928544
