"","Module","GO Term","GO Process","FDR","Genes"
"31","turquoise","GO:0043226","organelle","2.79059136232262e-11","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|775 (CACNA1C)|794 (CALB2)|1136 (CHRNA3)|2072 (ERCC4)|4482 (MSRA)|4665 (NAB2)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|6314 (ATXN7)|6925 (TCF4)|8379 (MAD1L1)|9162 (DGKI)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|23033 (DOP1A)|23457 (ABCB9)|54715 (RBFOX1)|54832 (VPS13C)|55552 (ZNF823)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|64919 (BCL11B)|79019 (CENPM)|79568 (MAIP1)|80031 (SEMA6D)|81611 (ANP32E)|83943 (IMMP2L)|91752 (ZNF804A)|91869 (RFT1)|131118 (DNAJC19)|144402 (CPNE8)|254102 (EHBP1L1)|399979 (SNX19)"
"32","turquoise","GO:0005488","binding","4.46329354806784e-11","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|767 (CA8)|775 (CACNA1C)|783 (CACNB2)|794 (CALB2)|1135 (CHRNA2)|1136 (CHRNA3)|1806 (DPYD)|2072 (ERCC4)|2107 (ETF1)|4665 (NAB2)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|6314 (ATXN7)|6925 (TCF4)|8379 (MAD1L1)|8821 (INPP4B)|9162 (DGKI)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|23457 (ABCB9)|54715 (RBFOX1)|55552 (ZNF823)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|64919 (BCL11B)|79568 (MAIP1)|80031 (SEMA6D)|81611 (ANP32E)|91752 (ZNF804A)|131118 (DNAJC19)|133418 (EMB)|144402 (CPNE8)|348980 (HCN1)|399979 (SNX19)"
"33","turquoise","GO:0005515","protein binding","3.16796708619921e-10","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|767 (CA8)|775 (CACNA1C)|783 (CACNB2)|1136 (CHRNA3)|1806 (DPYD)|2072 (ERCC4)|2107 (ETF1)|4665 (NAB2)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|6314 (ATXN7)|6925 (TCF4)|8379 (MAD1L1)|8821 (INPP4B)|9162 (DGKI)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|23457 (ABCB9)|54715 (RBFOX1)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|64919 (BCL11B)|79568 (MAIP1)|80031 (SEMA6D)|81611 (ANP32E)|131118 (DNAJC19)|133418 (EMB)|348980 (HCN1)|399979 (SNX19)"
"34","turquoise","GO:0032501","multicellular organismal process","4.93619842048369e-10","226 (ALDOA)|488 (ATP2A2)|775 (CACNA1C)|783 (CACNB2)|1135 (CHRNA2)|1136 (CHRNA3)|4665 (NAB2)|4978 (OPCML)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|6314 (ATXN7)|6925 (TCF4)|8379 (MAD1L1)|9162 (DGKI)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|54715 (RBFOX1)|55626 (AMBRA1)|64919 (BCL11B)|80031 (SEMA6D)|83943 (IMMP2L)|91752 (ZNF804A)|131118 (DNAJC19)|133418 (EMB)|348980 (HCN1)|389084 (SNORC)|399979 (SNX19)"
"35","turquoise","GO:0005737","cytoplasm","5.88443966921101e-10","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|767 (CA8)|775 (CACNA1C)|794 (CALB2)|1806 (DPYD)|2107 (ETF1)|4482 (MSRA)|5142 (PDE4B)|5579 (PRKCB)|6314 (ATXN7)|8379 (MAD1L1)|8821 (INPP4B)|9162 (DGKI)|22905 (EPN2)|22999 (RIMS1)|23019 (CNOT1)|23033 (DOP1A)|23457 (ABCB9)|54715 (RBFOX1)|54832 (VPS13C)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|79019 (CENPM)|79568 (MAIP1)|80031 (SEMA6D)|81611 (ANP32E)|83943 (IMMP2L)|91752 (ZNF804A)|131118 (DNAJC19)|254102 (EHBP1L1)|389084 (SNORC)|399979 (SNX19)"
"36","turquoise","GO:0070016","armadillo repeat domain binding","6.19064595216866e-10","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|775 (CACNA1C)|783 (CACNB2)|794 (CALB2)|1135 (CHRNA2)|1136 (CHRNA3)|1806 (DPYD)|2072 (ERCC4)|5142 (PDE4B)|5579 (PRKCB)|9162 (DGKI)|22997 (IGSF9B)|22999 (RIMS1)|54832 (VPS13C)|57521 (RPTOR)|79568 (MAIP1)|80031 (SEMA6D)|91752 (ZNF804A)|91869 (RFT1)|348980 (HCN1)|399979 (SNX19)"
"37","turquoise","GO:0051179","localization","8.4564547783635e-10","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|775 (CACNA1C)|783 (CACNB2)|1135 (CHRNA2)|1136 (CHRNA3)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|8379 (MAD1L1)|9162 (DGKI)|22905 (EPN2)|22999 (RIMS1)|23033 (DOP1A)|23457 (ABCB9)|27012 (KCNV1)|54715 (RBFOX1)|54832 (VPS13C)|64919 (BCL11B)|79568 (MAIP1)|80031 (SEMA6D)|83943 (IMMP2L)|91869 (RFT1)|131118 (DNAJC19)|133418 (EMB)|348980 (HCN1)|399979 (SNX19)"
"38","turquoise","GO:0051234","establishment of localization","2.29644462460932e-09","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|775 (CACNA1C)|783 (CACNB2)|1135 (CHRNA2)|1136 (CHRNA3)|5142 (PDE4B)|5579 (PRKCB)|8379 (MAD1L1)|9162 (DGKI)|22905 (EPN2)|22999 (RIMS1)|23033 (DOP1A)|23457 (ABCB9)|27012 (KCNV1)|54715 (RBFOX1)|54832 (VPS13C)|79568 (MAIP1)|83943 (IMMP2L)|91869 (RFT1)|131118 (DNAJC19)|133418 (EMB)|348980 (HCN1)|399979 (SNX19)"
"39","turquoise","GO:0050794","regulation of cellular process","2.68952209866831e-09","488 (ATP2A2)|665 (BNIP3L)|767 (CA8)|775 (CACNA1C)|783 (CACNB2)|794 (CALB2)|1135 (CHRNA2)|1136 (CHRNA3)|2072 (ERCC4)|2107 (ETF1)|4665 (NAB2)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|6925 (TCF4)|8379 (MAD1L1)|8821 (INPP4B)|9162 (DGKI)|9293 (GPR52)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|27012 (KCNV1)|54715 (RBFOX1)|54832 (VPS13C)|55552 (ZNF823)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|64919 (BCL11B)|80031 (SEMA6D)|91752 (ZNF804A)|348980 (HCN1)"
"40","turquoise","GO:0050789","regulation of biological process","3.42314379655324e-09","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|767 (CA8)|775 (CACNA1C)|783 (CACNB2)|794 (CALB2)|1135 (CHRNA2)|1136 (CHRNA3)|2072 (ERCC4)|2107 (ETF1)|4665 (NAB2)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|6925 (TCF4)|8379 (MAD1L1)|8821 (INPP4B)|9162 (DGKI)|9293 (GPR52)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|27012 (KCNV1)|54715 (RBFOX1)|54832 (VPS13C)|55552 (ZNF823)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|64919 (BCL11B)|80031 (SEMA6D)|91752 (ZNF804A)|348980 (HCN1)"
"41","turquoise","GO:0043227","membrane-bounded organelle","4.10274393915367e-09","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|794 (CALB2)|2072 (ERCC4)|4482 (MSRA)|4665 (NAB2)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|6314 (ATXN7)|6925 (TCF4)|8379 (MAD1L1)|9162 (DGKI)|22905 (EPN2)|23019 (CNOT1)|23033 (DOP1A)|23457 (ABCB9)|54715 (RBFOX1)|54832 (VPS13C)|55552 (ZNF823)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|64919 (BCL11B)|79019 (CENPM)|79568 (MAIP1)|80031 (SEMA6D)|81611 (ANP32E)|83943 (IMMP2L)|91752 (ZNF804A)|91869 (RFT1)|131118 (DNAJC19)|144402 (CPNE8)|254102 (EHBP1L1)|399979 (SNX19)"
"42","turquoise","GO:0043229","intracellular organelle","4.73557849638563e-09","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|775 (CACNA1C)|794 (CALB2)|2072 (ERCC4)|4482 (MSRA)|4665 (NAB2)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|6314 (ATXN7)|6925 (TCF4)|8379 (MAD1L1)|9162 (DGKI)|22905 (EPN2)|22999 (RIMS1)|23019 (CNOT1)|23033 (DOP1A)|23457 (ABCB9)|54715 (RBFOX1)|54832 (VPS13C)|55552 (ZNF823)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|64919 (BCL11B)|79019 (CENPM)|79568 (MAIP1)|80031 (SEMA6D)|81611 (ANP32E)|83943 (IMMP2L)|91752 (ZNF804A)|131118 (DNAJC19)|254102 (EHBP1L1)|399979 (SNX19)"
"43","turquoise","GO:0006810","transport","9.619667929069e-09","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|775 (CACNA1C)|783 (CACNB2)|1135 (CHRNA2)|1136 (CHRNA3)|5142 (PDE4B)|5579 (PRKCB)|9162 (DGKI)|22905 (EPN2)|22999 (RIMS1)|23033 (DOP1A)|23457 (ABCB9)|27012 (KCNV1)|54715 (RBFOX1)|54832 (VPS13C)|79568 (MAIP1)|83943 (IMMP2L)|91869 (RFT1)|131118 (DNAJC19)|133418 (EMB)|348980 (HCN1)|399979 (SNX19)"
"44","turquoise","GO:0042391","regulation of membrane potential","2.03618470295788e-08","488 (ATP2A2)|665 (BNIP3L)|775 (CACNA1C)|783 (CACNB2)|1135 (CHRNA2)|1136 (CHRNA3)|9162 (DGKI)|22997 (IGSF9B)|22999 (RIMS1)|348980 (HCN1)"
"45","turquoise","GO:0048856","anatomical structure development","2.07385067651712e-08","226 (ALDOA)|488 (ATP2A2)|775 (CACNA1C)|1136 (CHRNA3)|4665 (NAB2)|4978 (OPCML)|5579 (PRKCB)|5796 (PTPRK)|6925 (TCF4)|8379 (MAD1L1)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|54715 (RBFOX1)|55626 (AMBRA1)|64919 (BCL11B)|80031 (SEMA6D)|83943 (IMMP2L)|91752 (ZNF804A)|131118 (DNAJC19)|133418 (EMB)|348980 (HCN1)|389084 (SNORC)|399979 (SNX19)"
"46","turquoise","GO:0043005","neuron projection","2.13083439748506e-08","775 (CACNA1C)|794 (CALB2)|1135 (CHRNA2)|1136 (CHRNA3)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|9162 (DGKI)|22997 (IGSF9B)|57521 (RPTOR)|64919 (BCL11B)|91752 (ZNF804A)|133418 (EMB)|348980 (HCN1)"
"47","turquoise","GO:0120060","regulation of gastric emptying","7.63184621935901e-08","488 (ATP2A2)|775 (CACNA1C)|794 (CALB2)|1135 (CHRNA2)|1136 (CHRNA3)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|9162 (DGKI)|22997 (IGSF9B)|55626 (AMBRA1)|57521 (RPTOR)|64919 (BCL11B)|91752 (ZNF804A)|133418 (EMB)|348980 (HCN1)"
"48","turquoise","GO:0045202","synapse","7.73395301785203e-08","488 (ATP2A2)|775 (CACNA1C)|783 (CACNB2)|794 (CALB2)|1135 (CHRNA2)|1136 (CHRNA3)|5142 (PDE4B)|5579 (PRKCB)|9162 (DGKI)|22997 (IGSF9B)|22999 (RIMS1)|91752 (ZNF804A)|133418 (EMB)"
"49","turquoise","GO:0032502","developmental process","1.10025517219364e-07","226 (ALDOA)|488 (ATP2A2)|775 (CACNA1C)|1136 (CHRNA3)|4665 (NAB2)|4978 (OPCML)|5579 (PRKCB)|5796 (PTPRK)|6925 (TCF4)|8379 (MAD1L1)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|54715 (RBFOX1)|55626 (AMBRA1)|64919 (BCL11B)|80031 (SEMA6D)|83943 (IMMP2L)|91752 (ZNF804A)|131118 (DNAJC19)|133418 (EMB)|348980 (HCN1)|389084 (SNORC)|399979 (SNX19)"
"50","turquoise","GO:0042995","cell projection","1.15234325730759e-07","488 (ATP2A2)|775 (CACNA1C)|794 (CALB2)|1135 (CHRNA2)|1136 (CHRNA3)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|9162 (DGKI)|22997 (IGSF9B)|55626 (AMBRA1)|57521 (RPTOR)|64919 (BCL11B)|91752 (ZNF804A)|133418 (EMB)|348980 (HCN1)"
"51","turquoise","GO:0048731","system development","1.47766857772451e-07","775 (CACNA1C)|1136 (CHRNA3)|4665 (NAB2)|4978 (OPCML)|5579 (PRKCB)|5796 (PTPRK)|6925 (TCF4)|8379 (MAD1L1)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|54715 (RBFOX1)|55626 (AMBRA1)|64919 (BCL11B)|80031 (SEMA6D)|83943 (IMMP2L)|91752 (ZNF804A)|131118 (DNAJC19)|133418 (EMB)|348980 (HCN1)|389084 (SNORC)|399979 (SNX19)"
"52","turquoise","GO:0007275","multicellular organism development","1.61358483521945e-07","775 (CACNA1C)|1136 (CHRNA3)|4665 (NAB2)|4978 (OPCML)|5579 (PRKCB)|5796 (PTPRK)|6925 (TCF4)|8379 (MAD1L1)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|54715 (RBFOX1)|55626 (AMBRA1)|64919 (BCL11B)|80031 (SEMA6D)|83943 (IMMP2L)|91752 (ZNF804A)|131118 (DNAJC19)|133418 (EMB)|348980 (HCN1)|389084 (SNORC)|399979 (SNX19)"
"53","turquoise","GO:0050896","response to stimulus","1.8131170030715e-07","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|767 (CA8)|775 (CACNA1C)|1135 (CHRNA2)|1136 (CHRNA3)|2072 (ERCC4)|4482 (MSRA)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|8821 (INPP4B)|9162 (DGKI)|9293 (GPR52)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|54832 (VPS13C)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|64919 (BCL11B)|80031 (SEMA6D)|83943 (IMMP2L)|133418 (EMB)|144402 (CPNE8)|348980 (HCN1)"
"54","turquoise","GO:0030425","dendrite","2.97060905325766e-07","775 (CACNA1C)|794 (CALB2)|1136 (CHRNA3)|5142 (PDE4B)|5796 (PTPRK)|9162 (DGKI)|22997 (IGSF9B)|57521 (RPTOR)|91752 (ZNF804A)|348980 (HCN1)"
"55","turquoise","GO:0097473","retinal rod cell apoptotic process","2.98156020228684e-07","775 (CACNA1C)|794 (CALB2)|1136 (CHRNA3)|5142 (PDE4B)|5796 (PTPRK)|9162 (DGKI)|22997 (IGSF9B)|57521 (RPTOR)|91752 (ZNF804A)|348980 (HCN1)"
"56","turquoise","GO:0051716","cellular response to stimulus","4.06668464050439e-07","488 (ATP2A2)|665 (BNIP3L)|767 (CA8)|775 (CACNA1C)|1135 (CHRNA2)|1136 (CHRNA3)|2072 (ERCC4)|4482 (MSRA)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|8821 (INPP4B)|9162 (DGKI)|9293 (GPR52)|22905 (EPN2)|22997 (IGSF9B)|22999 (RIMS1)|23019 (CNOT1)|54832 (VPS13C)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|80031 (SEMA6D)|83943 (IMMP2L)|144402 (CPNE8)|348980 (HCN1)"
"57","turquoise","GO:0043231","intracellular membrane-bounded organelle","4.82573811305024e-07","226 (ALDOA)|488 (ATP2A2)|665 (BNIP3L)|794 (CALB2)|2072 (ERCC4)|4482 (MSRA)|4665 (NAB2)|5579 (PRKCB)|5796 (PTPRK)|6314 (ATXN7)|6925 (TCF4)|8379 (MAD1L1)|9162 (DGKI)|22905 (EPN2)|23019 (CNOT1)|23033 (DOP1A)|23457 (ABCB9)|54715 (RBFOX1)|54832 (VPS13C)|55552 (ZNF823)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|64919 (BCL11B)|79019 (CENPM)|79568 (MAIP1)|80031 (SEMA6D)|81611 (ANP32E)|83943 (IMMP2L)|91752 (ZNF804A)|131118 (DNAJC19)"
"58","turquoise","GO:0046928","regulation of neurotransmitter secretion","1.21888376124873e-06","488 (ATP2A2)|783 (CACNB2)|1136 (CHRNA3)|5579 (PRKCB)|9162 (DGKI)|22999 (RIMS1)"
"59","turquoise","GO:0030054","cell junction","1.39312996618294e-06","488 (ATP2A2)|775 (CACNA1C)|783 (CACNB2)|794 (CALB2)|1135 (CHRNA2)|1136 (CHRNA3)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|9162 (DGKI)|22997 (IGSF9B)|22999 (RIMS1)|91752 (ZNF804A)|133418 (EMB)"
"60","turquoise","GO:0005829","cytosol","1.62004125554397e-06","226 (ALDOA)|665 (BNIP3L)|794 (CALB2)|1806 (DPYD)|2107 (ETF1)|4482 (MSRA)|5142 (PDE4B)|5579 (PRKCB)|6314 (ATXN7)|8379 (MAD1L1)|8821 (INPP4B)|9162 (DGKI)|22905 (EPN2)|22999 (RIMS1)|23019 (CNOT1)|23033 (DOP1A)|54832 (VPS13C)|55626 (AMBRA1)|57186 (RALGAPA2)|57521 (RPTOR)|79019 (CENPM)"
"61","turquoise","GO:0055085","transmembrane transport","2.24642650439945e-06","488 (ATP2A2)|775 (CACNA1C)|783 (CACNB2)|1135 (CHRNA2)|1136 (CHRNA3)|5142 (PDE4B)|5579 (PRKCB)|23457 (ABCB9)|27012 (KCNV1)|79568 (MAIP1)|131118 (DNAJC19)|133418 (EMB)|348980 (HCN1)"
"62","turquoise","GO:0071986","Ragulator complex","2.24642650439945e-06","488 (ATP2A2)|775 (CACNA1C)|783 (CACNB2)|794 (CALB2)|1135 (CHRNA2)|1136 (CHRNA3)|4978 (OPCML)|5142 (PDE4B)|5579 (PRKCB)|5796 (PTPRK)|9162 (DGKI)|9293 (GPR52)|22997 (IGSF9B)|22999 (RIMS1)|27012 (KCNV1)|57186 (RALGAPA2)|80031 (SEMA6D)|91752 (ZNF804A)|133418 (EMB)|144402 (CPNE8)|348980 (HCN1)|389084 (SNORC)"
